Date,Value
1959-01-02,0.017445917655267706
1959-01-05,0.01744287458573801
1959-01-06,0.017439832577581527
1959-01-07,0.017436791630354165
1959-01-08,0.01743375174338979
1959-01-09,0.0174307129161555
1959-01-12,0.017427675148118382
1959-01-13,0.017424638438745532
1959-01-14,0.017421602787459634
1959-01-15,0.017418568193705575
1959-01-16,0.01741553465690604
1959-01-19,0.01741250217657253
1959-01-20,0.017409470752083323
1959-01-21,0.017406440382949917
1959-01-22,0.017403411068572794
1959-01-23,0.01740038280839684
1959-01-26,0.017397355601955766
1959-01-27,0.01739432944860564
1959-01-28,0.017391304347835757
1959-01-29,0.017388280299068803
1959-01-30,0.01738525730181628
1959-02-02,0.01738223535547867
1959-02-03,0.026068821689251287
1959-02-04,0.026062027625739503
1959-02-05,0.026055237102684536
1959-02-06,0.02604845011722201
1959-02-09,0.026041666666665186
1959-02-10,0.026034886748238506
1959-02-11,0.026028110359188616
1959-02-12,0.026021337496762165
1959-02-13,0.02601456815816139
1959-02-16,0.02600780234069955
1959-02-17,0.026001040041601087
1959-02-18,0.02599428125811265
1959-02-19,0.0259875259875475
1959-02-20,0.025980774227063463
1959-02-23,0.02597402597401821
1959-02-24,0.02596728122565839
1959-02-25,0.025960539979230646
1959-02-26,0.02595380223204824
1959-02-27,0.02594706798131341
1959-03-02,0.025940337224383825
1959-03-03,0.014145605431914454
1959-03-04,0.014143604733374282
1959-03-05,0.01414160460073699
1959-03-06,0.01413960503371392
1959-03-09,0.014137606032038619
1959-03-10,0.01413560759553345
1959-03-11,0.014133609723931961
1959-03-12,0.014131612416967698
1959-03-13,0.014129615674463025
1959-03-16,0.014127619496129284
1959-03-17,0.014125623881700022
1959-03-18,0.014123628831042012
1959-03-19,0.014121634343822187
1959-03-20,0.014119640419840707
1959-03-23,0.014117647058808913
1959-03-24,0.014115654260571375
1959-03-25,0.014113662024839435
1959-03-26,0.014111670351368844
1959-03-27,0.01410967923995976
1959-03-30,0.014107688690345732
1959-03-31,0.014105698702260305
1959-04-01,0.014103709275548049
1959-04-02,0.03290401428974743
1959-04-03,0.03289319110943989
1959-04-06,0.032882375046972
1959-04-07,0.032871566095327154
1959-04-08,0.03286076424748874
1959-04-09,0.032849969496440146
1959-04-10,0.03283918183523138
1959-04-13,0.032828401256868034
1959-04-14,0.032817627754355705
1959-04-15,0.03280686132069999
1959-04-16,0.0327961019490175
1959-04-17,0.032785349632336036
1959-04-20,0.032774604363705606
1959-04-21,0.032763866136198416
1959-04-22,0.03275313494290888
1959-04-23,0.03274241077693141
1959-04-24,0.032731693631360415
1959-04-27,0.03272098349926811
1959-04-28,0.032710280373815515
1959-04-29,0.032699584248141456
1959-04-30,0.03268889511536255
1959-05-01,0.032678212968573206
1959-05-04,0.030963788663984637
1959-05-05,0.030954204069666424
1959-05-06,0.030944625407181015
1959-05-07,0.030935052670999497
1959-05-08,0.030925485855659574
1959-05-11,0.03091592495565454
1959-05-12,0.030906369965522096
1959-05-13,0.030896820879755538
1959-05-14,0.030887277692870363
1959-05-15,0.030877740399448683
1959-05-18,0.0308682089940282
1959-05-19,0.03085868347110221
1959-05-20,0.030849163825297232
1959-05-21,0.03083965005115097
1959-05-22,0.030830142143178918
1959-05-25,0.030820640096029805
1959-05-26,0.030811143904263538
1959-05-27,0.030801653562462228
1959-05-28,0.03079216906523019
1959-05-29,0.030782690407149538
1959-06-01,0.03077321758284679
1959-06-02,0.017001020061213623
1959-06-03,0.016998130205680972
1959-06-04,0.01699524133240704
1959-06-05,0.01699235344094774
1959-06-08,0.016989466530747954
1959-06-09,0.01698658060131919
1959-06-10,0.016983695652150743
1959-06-11,0.016980811682798524
1959-06-12,0.016977928692707422
1959-06-15,0.01697504668138894
1959-06-16,0.01697216564833237
1959-06-17,0.016969285593071426
1959-06-18,0.0169664065150954
1959-06-19,0.016963528413915796
1959-06-22,0.01696065128902191
1959-06-23,0.016957775139880837
1959-06-24,0.016954899966092896
1959-06-25,0.01695202576708077
1959-06-26,0.016949152542378165
1959-06-29,0.016946280291452176
1959-06-30,0.01694340901390312
1959-07-01,0.01694053870913148
1959-07-02,0.017674089784369684
1959-07-03,0.01767096660187928
1959-07-06,0.017667844522972764
1959-07-07,0.017664723547072825
1959-07-08,0.017661603673602144
1959-07-09,0.017658484901983407
1959-07-10,0.017655367231639296
1959-07-13,0.017652250661948088
1959-07-14,0.017649135192376875
1959-07-15,0.01764602082230393
1959-07-16,0.017642907551174147
1959-07-17,0.017639795378388
1959-07-20,0.017636684303345973
1959-07-21,0.017633574325515156
1959-07-22,0.01763046544429603
1959-07-23,0.01762735765908907
1959-07-24,0.017624250969339172
1959-07-27,0.01762114537444681
1959-07-28,0.017618040873856877
1959-07-29,0.01761493746696985
1959-07-30,0.017611835153230615
1959-07-31,0.017608733932039655
1959-08-03,0.017605633802819654
1959-08-04,0.004819741661843402
1959-08-05,0.004819509373943376
1959-08-06,0.0048192771084476504
1959-08-07,0.004819044865311817
1959-08-10,0.004818812644558079
1959-08-11,0.004818580446208642
1959-08-12,0.004818348270219097
1959-08-13,0.004818116116589444
1959-08-14,0.004817883985364091
1959-08-17,0.004817651876476425
1959-08-18,0.0048174197899486515
1959-08-19,0.004817187725802974
1959-08-20,0.004816955684017188
1959-08-21,0.004816723664546885
1959-08-24,0.004816491667480882
1959-08-25,0.0048162596927303625
1959-08-26,0.00481602774031753
1959-08-27,0.004815795810264589
1959-08-28,0.004815563902549336
1959-08-31,0.004815332017127361
1959-09-01,0.004815100154087482
1959-09-02,-0.0030640071084886422
