Date,Value
1979-02-02,0.05057803468206945
1979-02-05,0.0505524662381962
1979-02-06,0.05052692363216593
1979-02-07,0.05050140682489879
1979-02-08,0.05047591577731492
1979-02-09,0.050450450450445494
1979-02-12,0.0504250108053661
1979-02-13,0.05039959680321893
1979-02-14,0.0503742084053016
1979-02-15,0.05034884557291175
1979-02-16,0.05032350826743581
1979-02-19,0.05029819645037126
1979-02-20,0.05027291008330437
1979-02-21,0.05024764912784363
1979-02-22,0.050222413545708555
1979-02-23,0.05019720329866306
1979-02-26,0.0501720183486265
1979-02-27,0.05014685865751822
1979-02-28,0.050121724187301986
1979-03-01,0.050096614900163594
1979-03-02,0.04551957341656365
1979-03-05,0.04549886252842583
1979-03-06,0.04547817047817482
1979-03-07,0.04545749724007564
1979-03-08,0.045436842788526555
1979-03-09,0.045416207097903616
1979-03-12,0.04539559014267169
1979-03-13,0.04537499189731786
1979-03-14,0.04535441233639581
1979-03-15,0.04533385143448143
1979-03-16,0.045313309166239435
1979-03-19,0.04529278550631233
1979-03-20,0.04527228042943143
1979-03-21,0.04525179391039469
1979-03-22,0.04523132592400003
1979-03-23,0.04521087644513422
1979-03-26,0.045190445448684
1979-03-27,0.04517003290960275
1979-03-28,0.04514963880288825
1979-03-29,0.04512926310360488
1979-03-30,0.04510890578681703
1979-04-02,0.04508856682770013
1979-04-03,0.053959260758129624
1979-04-04,0.0539301604422171
1979-04-05,0.05390109149709943
1979-04-06,0.05387205387206162
1979-04-09,0.05384304751649971
1979-04-10,0.05381407237992075
1979-04-11,0.05378512841198724
1979-04-12,0.05375621556242827
1979-04-13,0.05372733378106176
1979-04-16,0.053698483017861065
1979-04-17,0.05366966322288835
1979-04-18,0.0536408743462502
1979-04-19,0.05361211633829743
1979-04-20,0.05358338914935867
1979-04-23,0.05355469272994018
1979-04-24,0.053526027030637024
1979-04-25,0.053497392002133104
1979-04-26,0.05346878759524554
1979-04-27,0.05344021376085806
1979-04-30,0.053411670449987625
1979-05-01,0.05338315761376222
1979-05-02,0.04871513822919393
1979-05-03,0.048691418137547515
1979-05-04,0.04866772113396589
1979-05-07,0.04864404718474269
1979-05-08,0.04862039625621595
1979-05-09,0.04859676831490134
1979-05-10,0.048573163327247926
1979-05-11,0.0485495812598602
1979-05-14,0.048526022079342646
1979-05-15,0.04850248575238858
1979-05-16,0.04847897224578013
1979-05-17,0.04845548152636603
1979-05-18,0.048432013560950615
1979-05-21,0.04840856831658247
1979-05-22,0.04838514576024355
1979-05-23,0.04836174585902686
1979-05-24,0.048338368580047586
1979-05-25,0.04831501389055415
1979-05-28,0.04829168175781717
1979-05-29,0.0482683721491739
1979-05-30,0.048245085031961565
1979-05-31,0.04822182037371725
1979-06-01,0.04819857814193362
1979-06-04,0.0527634876665406
1979-06-05,0.0527356624917541
1979-06-06,0.05270786664910432
1979-06-07,0.052680100092183935
1979-06-08,0.052652362774785466
1979-06-11,0.05262465465070143
1979-06-12,0.05259697567390198
1979-06-13,0.05256932579840168
1979-06-14,0.05254170497832611
1979-06-15,0.05251411316791188
1979-06-18,0.052486550321484415
1979-06-19,0.05245901639343575
1979-06-20,0.052431511338313364
1979-06-21,0.052404035110709124
1979-06-22,0.05237658766530373
1979-06-25,0.05234916895693331
1979-06-26,0.0523217789404784
1979-06-27,0.05229441757093056
1979-06-28,0.05226708480334796
1979-06-29,0.052239780592922
1979-07-02,0.0522125048949329
1979-07-03,0.04358655043585902
1979-07-04,0.043567560838986275
1979-07-05,0.04354858778150561
1979-07-06,0.04352963124183429
1979-07-09,0.04351069119841178
1979-07-10,0.04349176762969975
1979-07-11,0.0434728605142265
1979-07-12,0.0434539698305203
1979-07-13,0.04343509555722047
1979-07-16,0.043416237672899705
1979-07-17,0.043397396156219514
1979-07-18,0.043378570985952436
1979-07-19,0.04335976214073778
1979-07-20,0.04334096959941469
1979-07-23,0.04332219334075571
1979-07-24,0.04330343334364439
1979-07-25,0.04328468958694209
1979-07-26,0.04326596204957678
1979-07-27,0.04324725071049862
1979-07-30,0.0432285555487022
1979-07-31,0.043209876543204295
1979-08-01,0.04319121367311052
1979-08-02,0.041295498790638874
1979-08-03,0.041278452647719455
1979-08-06,0.04126142057176985
1979-08-07,0.04124440254538175
1979-08-08,0.04122739855114688
1979-08-09,0.04121040857176794
1979-08-10,0.04119343258988106
1979-08-13,0.04117647058823337
1979-08-14,0.041159522549527594
1979-08-15,0.041142588456555274
1979-08-16,0.04112566829210795
1979-08-17,0.041108762039021585
1979-08-20,0.04109186968006551
1979-08-21,0.0410749911982089
1979-08-22,0.04105812657633212
1979-08-23,0.041041275797359944
1979-08-24,0.04102443884428375
1979-08-27,0.041007615700050515
1979-08-28,0.040990806347718234
1979-08-29,0.0409740107703227
1979-08-30,0.040957228950899705
1979-08-31,0.04094046087261827
1979-09-03,0.04092370651855859
1979-09-04,0.05376344086023277
1979-09-05,0.05373455131647553
1979-09-06,0.05370569280345183
1979-09-07,0.05367686527106841
1979-09-10,0.05364806866954286
1979-09-11,0.053619302949048375
1979-09-12,0.0535905680600246
1979-09-13,0.05356186395284457
1979-09-14,0.053533190578169965
1979-09-17,0.05350454788657366
1979-09-18,0.05347593582887278
1979-09-19,0.05344735435597325
1979-09-20,0.05341880341880323
1979-09-21,0.05339028296851289
1979-09-24,0.053361792956230225
1979-09-25,0.053333333333349664
1979-09-26,0.05330490405115462
1979-09-27,0.053276505061283785
1979-09-28,0.05324813631522041
1979-10-01,0.05321979776478081
1979-10-02,0.046253469010171244
1979-10-03,0.046232085067043904
