Date,Consumer Price Index_cleaned,Effective Funds Rate DFF_cleaned,GDP growth_cleaned,Historical Gold Prices_cleaned,M2SL_cleaned,T10Y2Y_cleaned,UMCSENT_cleaned,Unemployment Rate_cleaned,United States uncertainty index_cleaned,US Dollar Index (DXY)_cleaned
2000-04-25,0.0087655222790195,5.99,8.378461538461538,-0.1429081814933841,-0.0128233426880619,-0.34,110.4,3.96,41.96,108.690002
2000-04-26,0.008764754002577,6.0,8.264615384615384,-1.1806797853309514,-0.0128249872801466,-0.36,110.475,3.97,57.34,108.550003
2000-04-27,0.0087639858607602,6.0,8.15076923076923,-0.0724112961622003,-0.0128266322940939,-0.4,110.55,3.98,22.18,109.57
2000-04-28,0.0087632178536134,6.06,8.036923076923078,-0.3260869565217317,-0.0128282777301258,-0.45,110.625,3.99,34.08,110.139999
2000-05-01,0.0087624499810035,6.17,7.923076923076922,0.0,-0.0128299235883311,-0.44,110.7,4.0,52.41,109.629997
2000-05-02,0.0253961804144609,6.05,7.809230769230769,0.1454016721192275,0.0163709979083437,-0.4,110.51304347826088,4.001515151515152,69.73,110.260002
2000-05-03,0.0253897323922114,6.05,7.695384615384615,0.0362976406533599,0.0163683182513141,-0.33,110.32608695652176,4.003030303030303,32.33,111.260002
2000-05-04,0.0253832876434101,6.05,7.581538461538461,1.5965166908562978,0.0163656394713607,-0.31,110.1391304347826,4.004545454545455,34.84,111.800003
2000-05-05,0.0253768461655479,5.94,7.467692307692307,0.2857142857142891,0.0163629615680616,-0.33,109.95217391304348,4.006060606060606,66.16,111.309998
2000-05-08,0.02537040795616,6.01,7.3538461538461535,-1.0327635327635476,0.0163602845409949,-0.3,109.76521739130436,4.007575757575758,67.21,111.449997
2000-05-09,0.0253639730127375,5.92,7.24,-0.5757466714645387,0.0163576083897165,-0.33,109.57826086956524,4.009090909090909,98.13,110.75
2000-05-10,0.0253575413327933,5.95,7.126153846153846,0.4705030763662687,0.0163549331138046,-0.37,109.3913043478261,4.010606060606061,42.48,110.800003
2000-05-11,0.0253511129138628,6.05,7.012307692307692,-0.2881844380403509,0.0163522587128372,-0.39,109.20434782608696,4.012121212121212,37.85,111.519997
2000-05-12,0.0253446877534369,6.11,6.898461538461538,-0.0361271676300622,0.0163495851863704,-0.4,109.01739130434784,4.013636363636364,74.96,109.900002
2000-05-15,0.025338265849073,6.34,6.7846153846153845,-0.5782435851102163,0.0163469125339821,-0.41,108.8304347826087,4.015151515151515,86.9,110.559998
2000-05-16,0.0253318471983066,6.13,6.67076923076923,0.3271537622682618,0.0163442407552283,-0.46,108.64347826086956,4.016666666666667,77.65,111.309998
2000-05-17,0.0253254317986062,6.25,6.556923076923077,-1.0507246376811552,0.0163415698497315,-0.42,108.45652173913044,4.0181818181818185,88.46,112.099998
2000-05-18,0.0253190196475516,6.49,6.443076923076923,-0.1098498718418161,0.0163388998169811,-0.37,108.2695652173913,4.0196969696969695,60.87,112.209999
2000-05-19,0.0253126107426782,6.51,6.329230769230769,0.1466275659824045,0.0163362306566217,-0.35,108.08260869565218,4.0212121212121215,89.47,111.470001
2000-05-22,0.0253062050814767,6.52,6.215384615384615,0.2928257686676483,0.0163335623682092,-0.37,107.89565217391304,4.0227272727272725,149.16,111.059998
2000-05-23,0.0252998026615269,6.47,6.101538461538461,0.0364963503649784,0.0163308949512996,-0.38,107.70869565217392,4.024242424242424,84.67,111.139999
2000-05-24,0.0252934034803642,6.48,5.987692307692307,-0.1459321415541947,0.0163282284054711,-0.32,107.52173913043478,4.025757575757575,57.33,111.220001
2000-05-25,0.025287007535546,6.56,5.873846153846154,-0.1096090610157141,0.0163255627302794,-0.32,107.33478260869566,4.027272727272727,53.02,110.75
2000-05-26,0.025280614824541,6.4,5.76,-0.7681053401609295,0.0163228979253471,-0.36,107.14782608695651,4.028787878787878,67.7,109.120003
2000-05-29,0.0252742253449955,6.4,5.646153846153846,0.0,0.0163202339902079,-0.36,106.9608695652174,4.03030303030303,90.98,109.120003
2000-05-30,0.0252678390944005,6.71,5.532307692307692,0.7003317360855021,0.0163175709244622,-0.36,106.77391304347827,4.031818181818181,96.16,108.93
2000-05-31,0.0252614560703356,6.83,5.418461538461538,-0.3294289897510905,0.0163149087276659,-0.4,106.58695652173914,4.033333333333333,50.57,108.739998
2000-06-01,0.0252550762703362,6.65,5.304615384615384,0.0734484024972337,0.0163122473993748,-0.41,106.4,4.034848484848485,35.07,109.050003
2000-06-02,0.0131981839298855,6.44,5.190769230769231,3.3394495412844227,0.0167651619933817,-0.37,106.48636363636363,4.036363636363636,90.53,108.120003
2000-06-05,0.0131964422391606,6.51,5.076923076923077,0.6036931818181879,0.0167623517579595,-0.37,106.57272727272728,4.037878787878788,28.17,107.459999
2000-06-06,0.0131947010080901,6.47,4.963076923076923,1.8002117896222858,0.0167595424644728,-0.37,106.6590909090909,4.039393939393939,42.22,106.589996
2000-06-07,0.01319296023643,6.5,4.849230769230769,-1.490984743411916,0.0167567341125218,-0.39,106.74545454545456,4.040909090909091,47.88,106.18
2000-06-08,0.0131912199240247,6.54,4.735384615384615,0.5983808518127409,0.0167539267015737,-0.43,106.8318181818182,4.042424242424242,31.39,106.709999
2000-06-09,0.0131894800706744,6.47,4.621538461538462,-0.4898530440867854,0.016751120231162,-0.43,106.91818181818182,4.043939393939394,44.63,106.989998
2000-06-12,0.0131877406762681,6.54,4.507692307692308,0.070323488045032,0.0167483147008207,-0.43,107.00454545454544,4.045454545454545,57.43,106.970001
2000-06-13,0.0131860017405616,6.46,4.3938461538461535,2.42445537596625,0.0167455101101055,-0.38,107.0909090909091,4.046969696969697,30.64,106.400002
2000-06-14,0.0131842632633771,6.54,4.28,-1.4751286449399714,0.0167427064585057,-0.38,107.17727272727274,4.048484848484848,107.13,106.459999
2000-06-15,0.013182525244515,6.7,4.166153846153846,0.0696378830083555,0.0167399037455551,-0.39,107.26363636363637,4.05,71.23,106.879997
2000-06-16,0.0131807876838863,6.46,4.052307692307692,0.939457202505234,0.0167371019707873,-0.39,107.35,4.051515151515152,55.54,105.959999
2000-06-19,0.0131790505812023,6.51,3.9384615384615382,-1.4477766287487204,0.0167343011337361,-0.4,107.43636363636364,4.053030303030303,56.18,106.330002
2000-06-20,0.0131773139363078,6.49,3.824615384615385,0.1049317943336847,0.0167315012339575,-0.4,107.52272727272728,4.054545454545455,30.82,106.330002
2000-06-21,0.0131755777490916,6.47,3.7107692307692304,-0.0349406009783281,0.0167287022709183,-0.39,107.60909090909092,4.056060606060606,49.88,107.43
2000-06-22,0.0131738420192872,6.52,3.596923076923077,0.5592450192240417,0.0167259042441969,-0.38,107.69545454545454,4.057575757575758,84.03,107.709999
2000-06-23,0.0131721067467616,6.51,3.483076923076923,-0.6604101494612324,0.0167231071533047,-0.36,107.78181818181818,4.059090909090909,31.14,108.010002
2000-06-26,0.0131703719312925,6.63,3.3692307692307697,-0.5948215535339307,0.0167203109977975,-0.39,107.86818181818182,4.0606060606060606,93.77,108.110001
2000-06-27,0.013168637572769,6.56,3.2553846153846155,-0.1055966209081327,0.0167175157771648,-0.4,107.95454545454544,4.062121212121212,107.03,107.360001
2000-06-28,0.0131669036709469,6.5,3.1415384615384614,1.4799154334038,0.0167147214909624,-0.32,108.04090909090908,4.063636363636364,166.32,107.599998
2000-06-29,0.0131651702256485,6.76,3.027692307692308,0.6250000000000089,0.0167119281387018,-0.33,108.12727272727273,4.0651515151515145,170.03,106.839996
2000-06-30,0.0131634372367184,6.86,2.913846153846154,-0.5521048999309941,0.0167091357199611,-0.35,108.21363636363635,4.066666666666666,47.4,106.839996
2000-07-03,0.0131617047040011,7.03,2.8,-0.1734906315059015,0.0167063442342296,-0.31,108.3,4.068181818181818,58.73,107.059998
2000-07-04,0.0118439753645338,7.03,2.8276923076923075,-0.4171011470281538,0.0279386820498439,-0.31,108.25238095238096,4.069696969696969,40.25,107.290001
2000-07-05,0.0118425727331228,6.52,2.855384615384615,0.1396160558464254,0.0279308785305021,-0.3,108.2047619047619,4.071212121212121,68.64,107.120003
2000-07-06,0.0118411704339127,6.51,2.883076923076923,-0.6971070059254125,0.0279230793691187,-0.29,108.15714285714286,4.072727272727272,58.15,107.370003
2000-07-07,0.0118397684667481,6.42,2.9107692307692306,-0.7020007020007046,0.0279152845620744,-0.28,108.1095238095238,4.074242424242424,36.62,107.650002
2000-07-10,0.011838366831518,6.51,2.9384615384615382,0.42417815482505,0.0279074941056611,-0.27,108.06190476190476,4.075757575757575,22.28,107.010002
2000-07-11,0.0118369655281336,6.39,2.966153846153846,-0.4223864836325419,0.0278997079963039,-0.26,108.0142857142857,4.077272727272727,37.92,107.139999
2000-07-12,0.0118355645564394,6.38,2.9938461538461536,-1.025097207493808,0.0278919262303167,-0.25,107.96666666666668,4.078787878787878,61.09,108.120003
2000-07-13,0.0118341639163022,6.5,3.0215384615384613,0.2857142857142891,0.0278841488041026,-0.3,107.91904761904762,4.08030303030303,46.04,108.540001
2000-07-14,0.0118327636076775,6.51,3.049230769230769,-0.1780626780626737,0.0278763757140421,-0.31,107.87142857142857,4.081818181818181,51.37,108.449997
2000-07-17,0.0118313636303879,6.58,3.0769230769230766,0.7848733499821625,0.0278686069564271,-0.29,107.82380952380952,4.083333333333333,41.82,108.699997
2000-07-18,0.0118299639843222,6.47,3.1046153846153843,0.1061946902654931,0.0278608425277493,-0.28,107.77619047619048,4.084848484848485,61.51,109.379997
2000-07-19,0.0118285646693916,6.45,3.132307692307692,-1.2729844413012836,0.0278530824243006,-0.3,107.72857142857144,4.086363636363636,35.13,109.589996
2000-07-20,0.0118271656854629,6.52,3.16,0.0716332378223549,0.0278453266425282,-0.31,107.68095238095238,4.087878787878788,22.91,108.610001
2000-07-21,0.0118257670323806,6.51,3.1876923076923074,-0.0357909806728562,0.0278375751787907,-0.31,107.63333333333333,4.089393939393939,40.18,108.419998
2000-07-24,0.0118243687101005,6.52,3.215384615384615,0.1790189760114469,0.0278298280294908,-0.31,107.58571428571427,4.090909090909091,71.02,108.690002
2000-07-25,0.0118229707184447,6.46,3.2430769230769227,-0.0357398141529796,0.0278220851910315,-0.31,107.53809523809524,4.092424242424242,55.3,108.379997
2000-07-26,0.0118215730573023,6.49,3.2707692307692304,-0.1072577761887738,0.0278143466597935,-0.25,107.4904761904762,4.093939393939394,24.81,108.110001
2000-07-27,0.0118201757266289,6.52,3.298461538461538,0.1789549033643478,0.0278066124322462,-0.25,107.44285714285714,4.095454545454545,27.11,108.889999
2000-07-28,0.0118187787262025,6.44,3.326153846153846,-0.6430868167202397,0.0277988825047037,-0.26,107.3952380952381,4.096969696969697,64.9,109.739998
2000-07-31,0.0118173820559563,6.64,3.353846153846153,-0.4674577490111464,0.0277911568736799,-0.26,107.34761904761903,4.098484848484848,72.25,109.57
2000-08-01,0.0118159857158017,6.51,3.381538461538461,0.2890173410404761,0.0277834355355111,-0.27,107.3,4.1,34.39,110.050003
2000-08-02,0.0118145897055388,6.42,3.409230769230769,0.0,0.0322194896324568,-0.25,107.27826086956522,4.091304347826086,162.04,110.669998
2000-08-03,0.0118131940251453,6.45,3.4369230769230765,-0.7564841498559183,0.0322091120209533,-0.27,107.25652173913043,4.082608695652174,35.8,110.980003
2000-08-04,0.0118117986744659,6.44,3.464615384615384,-0.5444646098003658,0.0321987410923707,-0.24,107.23478260869564,4.07391304347826,25.33,110.849998
2000-08-07,0.011810403653345,6.46,3.4923076923076923,-0.2919708029197165,0.0321883768402253,-0.23,107.21304347826089,4.065217391304348,35.46,110.800003
2000-08-08,0.0118090089617384,6.44,3.52,-0.0366032210834421,0.0321780192581444,-0.23,107.19130434782608,4.056521739130434,18.69,111.32
2000-08-09,0.0118076145994683,6.48,3.547692307692308,-0.4027828634200037,0.0321676683396221,-0.37,107.1695652173913,4.047826086956522,39.75,111.440002
2000-08-10,0.0118062205664237,6.52,3.575384615384615,0.0735294117647056,0.0321573240782635,-0.4,107.14782608695651,4.039130434782608,17.95,110.900002
2000-08-11,0.0118048268625381,6.5,3.603076923076923,0.1836884643644287,0.0321469864676515,-0.46,107.12608695652172,4.030434782608696,25.45,111.209999
2000-08-14,0.011803433487656,6.58,3.6307692307692303,1.0267693436010417,0.0321366555013469,-0.47,107.10434782608696,4.021739130434782,99.39,111.080002
2000-08-15,0.0118020404416441,6.63,3.6584615384615375,-0.471869328493657,0.0321263311729769,-0.47,107.08260869565216,4.01304347826087,75.24,110.510002
2000-08-16,0.0118006477244581,6.48,3.6861538461538457,0.8023340627279385,0.0321160134761244,-0.47,107.0608695652174,4.004347826086956,39.08,110.260002
2000-08-17,0.011799255335898,6.47,3.713846153846154,0.28943560057888,0.0321057024043947,-0.49,107.0391304347826,3.9956521739130433,25.95,110.110001
2000-08-18,0.011797863275853,6.44,3.741538461538461,-0.5772005772005651,0.0320953979514815,-0.49,107.01739130434784,3.9869565217391294,34.8,111.010002
2000-08-21,0.0117964715443008,6.48,3.769230769230769,-0.3628447024673464,0.0320851001109012,-0.49,106.99565217391304,3.978260869565217,42.37,111.459999
2000-08-22,0.0117950801410193,6.42,3.796923076923077,-0.4369992716678927,0.03207480887637,-0.49,106.97391304347826,3.969565217391304,24.5,111.790001
2000-08-23,0.0117936890659198,6.5,3.824615384615385,-0.0731528895391298,0.0320645242414929,-0.47,106.95217391304348,3.9608695652173913,29.26,111.419998
2000-08-24,0.0117922983189577,6.56,3.852307692307692,-0.2196193265007195,0.032054246199964,-0.46,106.9304347826087,3.9521739130434783,26.38,111.230003
2000-08-25,0.0117909078999112,6.54,3.88,0.4035216434335797,0.0320439747454104,-0.46,106.9086956521739,3.943478260869565,21.61,111.349998
2000-08-28,0.0117895178087135,6.57,3.907692307692307,0.0,0.032033709871504,-0.45,106.88695652173912,3.934782608695652,20.59,111.459999
2000-08-29,0.0117881280452758,6.51,3.9353846153846153,0.1096090610157141,0.0320234515719164,-0.45,106.86521739130434,3.926086956521739,23.52,112.199997
2000-08-30,0.0117867386094427,6.51,3.9630769230769225,-0.2554744525547381,0.032013199840386,-0.43,106.84347826086956,3.917391304347826,118.97,112.139999
2000-08-31,0.0117853495010811,6.65,3.990769230769231,1.3538236370288947,0.0320029546705402,-0.45,106.82173913043478,3.908695652173913,26.27,112.599998
2000-09-01,0.0117839607201464,6.52,4.018461538461538,0.0,0.0319927160561395,-0.41,106.8,3.9,21.4,111.419998
2000-09-04,0.0082290980908394,6.52,4.046153846153846,-0.1083032490974744,0.0156990184188687,-0.41,106.75238095238096,3.903488372093024,95.25,111.419998
2000-09-05,0.0082284209660388,6.61,4.073846153846153,-0.6143838091796083,0.0156965542139397,-0.4,106.7047619047619,3.9069767441860463,34.68,112.410004
2000-09-06,0.0082277439525935,6.56,4.101538461538461,-0.2909090909090972,0.0156940907824809,-0.39,106.65714285714286,3.91046511627907,33.24,114.120003
2000-09-07,0.0082270670505923,6.53,4.1292307692307695,-0.5470459518599591,0.0156916281240926,-0.38,106.6095238095238,3.913953488372093,42.87,113.650002
2000-09-08,0.0082263902599688,6.5,4.156923076923077,0.0366703337000506,0.0156891662384861,-0.38,106.56190476190476,3.917441860465116,79.54,114.339996
2000-09-11,0.0082257135806562,6.5,4.184615384615384,-0.0733137829912022,0.0156867051252396,-0.35,106.5142857142857,3.92093023255814,89.17,115.370003
2000-09-12,0.0082250370126546,6.47,4.212307692307692,0.7703595011004927,0.0156842447839977,-0.34,106.46666666666668,3.924418604651162,39.56,115.169998
2000-09-13,0.0082243605559861,6.47,4.24,-0.8008736803785887,0.0156817852144497,-0.35,106.41904761904762,3.927906976744186,108.67,115.339996
2000-09-14,0.0082236842105176,6.5,4.267692307692308,0.2201834862385343,0.0156793264161292,-0.32,106.37142857142857,3.931395348837209,63.34,115.160004
2000-09-15,0.0082230079763157,6.55,4.295384615384615,-0.1830831197363602,0.0156768683887698,-0.23,106.32380952380952,3.934883720930233,46.02,115.940002
2000-09-18,0.0082223318533358,6.44,4.323076923076923,0.1467351430667562,0.0156744111319717,-0.16,106.27619047619048,3.938372093023256,12.73,116.0
2000-09-19,0.0082216558414893,6.4,4.350769230769231,-0.4029304029304126,0.0156719546453576,-0.19,106.22857142857144,3.941860465116279,74.58,116.110001
2000-09-20,0.0082209799407984,6.5,4.378461538461538,-0.1838911364472228,0.0156694989285943,-0.2,106.18095238095238,3.9453488372093024,39.37,116.410004
2000-09-21,0.0082203041512629,6.53,4.406153846153845,-0.7000736919675621,0.0156670439813266,-0.23,106.13333333333333,3.948837209302325,149.19,115.269997
2000-09-22,0.0082196284727942,6.48,4.4338461538461535,1.6697588126159513,0.0156645898031326,-0.24,106.08571428571427,3.952325581395349,49.24,113.559998
2000-09-25,0.0082189529053922,6.54,4.461538461538462,-0.4014598540146075,0.0156621363937015,-0.27,106.03809523809524,3.955813953488372,88.3,114.059998
2000-09-26,0.0082182774490568,6.5,4.489230769230769,0.7328691828508704,0.0156596837526779,-0.26,105.9904761904762,3.9593023255813953,48.99,113.160004
2000-09-27,0.0082176021036994,6.5,4.516923076923076,0.4728992360858441,0.0156572318796843,-0.17,105.94285714285714,3.9627906976744183,26.02,113.110001
2000-09-28,0.0082169268693421,6.59,4.544615384615384,0.0724112961622003,0.0156547807743878,-0.2,105.8952380952381,3.9662790697674417,16.09,113.309998
2000-09-29,0.0082162517459627,6.6,4.572307692307692,-0.9768451519536868,0.0156523304363442,-0.18,105.84761904761903,3.969767441860465,99.0,113.25
2000-10-02,0.0082155767334723,6.68,4.6,-0.219218122031406,0.0156498808652871,-0.15,105.8,3.973255813953488,64.07,113.790001
2000-10-03,0.007841497203187,6.46,4.5492307692307685,-0.3661662394727205,0.010361978447082,-0.13,105.88181818181818,3.976744186046512,199.46,114.220001
2000-10-04,0.0078408823606324,6.51,4.498461538461538,-0.2572583608967504,0.01036090485238,-0.13,105.96363636363635,3.980232558139535,97.13,114.169998
2000-10-05,0.0078402676144673,6.54,4.447692307692307,-0.368459837877666,0.0103598314800779,-0.15,106.04545454545456,3.983720930232558,28.34,114.739998
2000-10-06,0.007839652964714,6.43,4.396923076923077,-0.1479289940828354,0.0103587583301534,-0.16,106.12727272727273,3.9872093023255815,26.7,114.849998
2000-10-09,0.0078390384112836,6.43,4.346153846153846,0.0,0.0103576854025622,-0.16,106.2090909090909,3.990697674418605,32.69,114.809998
2000-10-10,0.0078384239542206,6.57,4.295384615384615,0.1851851851851771,0.0103566126972154,-0.18,106.29090909090908,3.994186046511628,53.55,114.360001
2000-10-11,0.0078378095934805,6.46,4.2446153846153845,0.8502772643253387,0.010355540214002,-0.16,106.37272727272727,3.9976744186046513,27.37,114.489998
2000-10-12,0.007837195329019,6.47,4.193846153846153,0.4398826979472137,0.0103544679529221,-0.13,106.45454545454544,4.001162790697674,24.14,114.889999
2000-10-13,0.0078365811608582,6.46,4.143076923076923,-0.2554744525547381,0.0103533959138646,-0.11,106.53636363636365,4.004651162790697,88.52,115.860001
2000-10-16,0.0078359670889316,6.59,4.092307692307692,-0.6220270764727309,0.0103523240967629,-0.15,106.6181818181818,4.008139534883721,69.39,116.389999
2000-10-17,0.0078353531132613,6.45,4.041538461538461,-0.4786450662739416,0.0103512525015503,-0.15,106.7,4.011627906976744,60.14,115.889999
2000-10-18,0.0078347392337585,6.53,3.990769230769231,0.6289308176100628,0.0103501811281603,-0.16,106.78181818181818,4.015116279069767,70.63,117.330002
2000-10-19,0.0078341254504454,6.54,3.94,-0.6249999999999978,0.0103491099765484,-0.2,106.86363636363636,4.018604651162791,65.89,116.940002
2000-10-20,0.0078335117633221,6.5,3.889230769230769,0.0739918608952949,0.0103480390466037,-0.2,106.94545454545454,4.022093023255814,50.73,117.160004
2000-10-23,0.0078328981723219,6.53,3.838461538461538,0.3696857670979714,0.0103469683382817,-0.23,107.02727272727272,4.025581395348837,37.47,117.540001
2000-10-24,0.0078322846774447,6.49,3.787692307692308,-0.4788213627992643,0.0103458978514936,-0.23,107.10909090909092,4.02906976744186,38.35,117.419998
2000-10-25,0.0078316712786463,6.53,3.736923076923077,-1.258327165062911,0.0103448275862172,-0.2,107.19090909090907,4.032558139534884,121.78,118.489998
2000-10-26,0.0078310579759266,6.53,3.6861538461538457,-0.1499250374812688,0.0103437575423193,-0.21,107.27272727272728,4.036046511627907,110.96,118.5
2000-10-27,0.0078304447692634,6.51,3.635384615384615,-0.9759759759759624,0.0103426877197776,-0.22,107.35454545454544,4.03953488372093,87.77,117.389999
2000-10-30,0.0078298316586122,6.59,3.5846153846153843,0.3790750568612555,0.0103416181185034,-0.23,107.43636363636364,4.043023255813954,43.3,117.25
2000-10-31,0.0078292186439954,6.59,3.533846153846153,-0.1132930513595198,0.0103405487384744,-0.17,107.51818181818182,4.046511627906977,43.8,116.650002
2000-11-01,0.007828605725324,6.61,3.483076923076923,0.3780718336483968,0.010339479579513,-0.14,107.6,4.05,61.95,115.559998
2000-11-02,0.0104373238701604,6.54,3.432307692307692,-0.225988700564983,0.0416330590705227,-0.13,107.18181818181816,4.053488372093024,55.23,115.610001
2000-11-03,0.0104362346065478,6.48,3.381538461538461,-0.0755001887504658,0.0416157331677435,-0.11,106.76363636363637,4.056976744186047,17.41,114.970001
2000-11-06,0.0104351455702866,6.49,3.3307692307692305,0.3777861730260623,0.0415984216795672,-0.12,106.34545454545454,4.06046511627907,61.2,115.690002
2000-11-07,0.0104340567612659,6.48,3.28,-0.0752728641324806,0.0415811245880304,-0.12,105.92727272727272,4.063953488372093,89.2,115.519997
2000-11-08,0.0104329681794634,6.51,3.229230769230769,-0.5273069679849307,0.0415638418751473,-0.12,105.5090909090909,4.067441860465117,232.64,116.230003
2000-11-09,0.010431879824746,6.52,3.178461538461538,0.2271866717152404,0.0415465735230435,-0.12,105.0909090909091,4.07093023255814,234.41,115.339996
2000-11-10,0.0104307916970913,6.48,3.1276923076923078,0.0755572346052169,0.0415293195137556,-0.1,104.67272727272729,4.074418604651163,118.95,115.790001
2000-11-13,0.0104297037964107,6.55,3.0769230769230766,0.0,0.0415120798294976,-0.13,104.25454545454544,4.0779069767441865,85.32,115.699997
2000-11-14,0.0104286161226374,6.52,3.026153846153845,0.0377500943752551,0.0414948544523952,-0.16,103.83636363636364,4.0813953488372094,192.21,116.220001
2000-11-15,0.0104275286757049,6.61,2.9753846153846157,-0.1509433962264106,0.0414776433646402,-0.18,103.41818181818182,4.084883720930232,341.02,116.349998
2000-11-16,0.0104264414555244,6.55,2.924615384615384,0.7936507936507908,0.0414604465484913,-0.19,103.0,4.088372093023256,287.41,116.93
2000-11-17,0.0104253544620513,6.48,2.873846153846153,-0.5249343832020914,0.0414432639861628,-0.17,102.58181818181818,4.091860465116279,182.25,117.309998
2000-11-20,0.0104242676951971,6.52,2.823076923076923,0.3392385978137957,0.0414260956600021,-0.19,102.16363636363636,4.095348837209302,315.77,117.349998
2000-11-21,0.0104231811548727,6.5,2.772307692307692,0.0,0.0414089415522456,-0.19,101.74545454545456,4.098837209302325,163.71,117.949997
2000-11-22,0.0104220948410782,6.58,2.721538461538461,0.0,0.0413918016453074,-0.23,101.32727272727271,4.102325581395349,46.73,117.849998
2000-11-23,0.010421008753636,6.58,2.6707692307692303,-0.1878287002253897,0.0413746759214905,-0.23,100.9090909090909,4.105813953488372,45.15,118.089996
2000-11-24,0.0104199228925683,6.49,2.62,-0.0376364320662236,0.0413575643632979,-0.23,100.4909090909091,4.109302325581395,67.43,118.480003
2000-11-27,0.010418837257764,6.5,2.569230769230769,0.9789156626505812,0.0413404669530548,-0.22,100.07272727272728,4.112790697674419,72.64,117.099998
2000-11-28,0.0104177518491344,6.46,2.5184615384615383,0.6711409395973256,0.0413233836732862,-0.2,99.65454545454546,4.116279069767442,51.24,116.580002
2000-11-29,0.0104166666666793,6.5,2.467692307692307,-0.3333333333333299,0.0413063145064507,-0.14,99.23636363636363,4.119767441860465,109.05,116.610001
2000-11-30,0.0104155817102213,6.62,2.4169230769230765,0.0,0.0412892594351177,-0.13,98.81818181818184,4.123255813953488,167.48,115.239998
2000-12-01,0.0104144969798047,6.6,2.366153846153846,0.0371609067261191,0.0412722184417679,-0.1,98.4,4.126744186046512,77.21,114.730003
2000-12-04,0.0272732231495043,6.57,2.315384615384615,0.5572065378900426,0.0490210297316995,-0.06,98.22380952380954,4.130232558139535,147.9,113.709999
2000-12-05,0.0272657868906289,6.51,2.2646153846153845,0.0369412633912213,0.0489970108924042,-0.06,98.04761904761904,4.133720930232558,105.31,114.470001
2000-12-06,0.0272583546857108,6.48,2.2138461538461534,0.2954209748892156,0.048973015578646,-0.1,97.87142857142858,4.137209302325582,156.75,113.309998
2000-12-07,0.0272509265315079,6.49,2.1630769230769227,0.8468335787923165,0.0489490437558082,-0.13,97.6952380952381,4.140697674418605,183.24,113.540001
2000-12-08,0.0272435024246675,6.47,2.112307692307692,-0.3285870755750153,0.0489250953894737,-0.15,97.51904761904764,4.144186046511628,156.11,114.050003
2000-12-11,0.0272360823619033,6.49,2.0615384615384613,-0.8424908424908506,0.0489011704451813,-0.15,97.34285714285714,4.147674418604652,75.8,114.290001
2000-12-12,0.027228666339929,6.43,2.01076923076923,0.0369412633912213,0.048877268888603,-0.18,97.16666666666669,4.151162790697675,62.09,114.260002
2000-12-13,0.0272212543553918,6.47,1.9599999999999995,-0.4431314623338234,0.0488533906854771,-0.16,96.9904761904762,4.154651162790698,142.53,114.709999
2000-12-14,0.0272138464050497,6.53,1.9092307692307688,-0.1112759643916994,0.0488295358015866,-0.2,96.81428571428572,4.158139534883721,189.31,113.379997
2000-12-15,0.0272064424855944,6.58,1.8584615384615384,0.4084663943557221,0.0488057042027589,-0.18,96.63809523809525,4.161627906976745,85.5,112.900002
2000-12-18,0.0271990425936952,6.5,1.8076923076923077,-0.0739644970414121,0.048781895854999,-0.16,96.46190476190476,4.165116279069768,108.63,113.07
2000-12-19,0.0271916467261323,6.47,1.7569230769230768,-0.2220577350110941,0.0487581107241785,-0.16,96.28571428571428,4.168604651162791,46.86,113.209999
2000-12-20,0.0271842548795753,6.47,1.7061538461538457,1.0756676557863498,0.0487343487764579,-0.16,96.1095238095238,4.172093023255814,31.89,111.970001
2000-12-21,0.0271768670507599,6.48,1.655384615384615,0.2201834862385343,0.0487106099779088,-0.11,95.93333333333334,4.175581395348837,116.65,111.510002
2000-12-22,0.0271694832364444,6.44,1.6046153846153843,0.0,0.0486868942946916,-0.08,95.75714285714288,4.17906976744186,55.94,110.82
2000-12-25,0.0271621034332758,6.44,1.5538461538461537,0.0,0.0486632016931443,-0.08,95.58095238095238,4.182558139534883,81.22,110.82
2000-12-26,0.027154727638079,6.58,1.503076923076923,0.0,0.0486395321395161,-0.06,95.40476190476193,4.186046511627907,122.64,110.309998
2000-12-27,0.0271473558475454,6.53,1.452307692307692,0.7323324789454411,0.0486158856001894,0.01,95.22857142857144,4.18953488372093,61.06,110.32
2000-12-28,0.0271399880583889,6.53,1.4015384615384612,-0.2181025081788523,0.0485922620416801,-0.05,95.05238095238096,4.193023255813953,54.59,110.379997
2000-12-29,0.0271326242674341,5.41,1.3507692307692305,0.0,0.048568661430437,0.01,94.87619047619047,4.196511627906977,133.91,109.559998
2001-01-01,0.0271252644713282,5.41,1.3,0.0,0.0485450837330869,0.01,94.7,4.2,226.65,109.559998
2001-01-02,0.009903931860955,6.67,1.356923076923077,-1.2386156648451665,0.0335543786279535,0.05,94.52173913043478,4.202325581395349,231.58,108.769997
2001-01-03,0.0099029510794101,6.35,1.413846153846154,-1.4385835485061005,0.0335431234413041,0.22,94.34347826086956,4.2046511627906975,36.08,110.169998
2001-01-04,0.0099019704921321,5.92,1.4707692307692308,-0.0374251497005873,0.0335318758028169,0.26,94.16521739130437,4.206976744186047,159.18,108.809998
2001-01-05,0.0099009900990099,5.83,1.5276923076923077,0.1123174840883312,0.0335206357048978,0.37,93.98695652173912,4.209302325581396,85.79,108.419998
