Date,Consumer Price Index_cleaned,Effective Funds Rate DFF_cleaned,GDP growth_cleaned,Historical Gold Prices_cleaned,M2SL_cleaned,T10Y2Y_cleaned,UMCSENT_cleaned,Unemployment Rate_cleaned,United States uncertainty index_cleaned,US Dollar Index (DXY)_cleaned
1990-09-07,0.0339276963094326,8.13,0.3830769230769228,-0.7483870967741835,0.0072189856250126,0.77,71.02,5.927906976744186,157.75,86.050003
1990-09-10,0.0339161893276873,8.13,0.3153846153846151,-0.0260010400416121,0.0072184645250938,0.76,70.575,5.934883720930233,239.5,86.75
1990-09-11,0.0339046901488115,8.08,0.2476923076923074,-1.5604681404421283,0.0072179435004038,0.73,70.13,5.941860465116279,52.89,86.900002
1990-09-12,0.0338931987647672,8.03,0.1799999999999997,0.9511228533685578,0.007217422550898,0.77,69.685,5.948837209302326,122.41,86.940002
1990-09-13,0.0338817151677162,8.03,0.112307692307692,0.0261711593823488,0.007216901676621,0.81,69.24,5.955813953488373,132.19,85.790001
1990-09-14,0.033870239349687,7.93,0.0446153846153842,1.0465724751439032,0.007216380877506,0.84,68.795,5.962790697674419,48.17,85.720001
1990-09-17,0.0338587713027971,8.04,-0.0230769230769234,0.8285862247540132,0.0072158601535532,0.85,68.35,5.969767441860466,117.96,84.879997
1990-09-18,0.0338473110191861,7.87,-0.0907692307692311,-0.8731381612737454,0.0072153395047624,0.87,67.905,5.976744186046512,150.34,85.239998
1990-09-19,0.0338358584909048,9.53,-0.1584615384615388,0.1295336787564771,0.0072148189310672,0.8,67.46,5.983720930232559,170.09,85.980003
1990-09-20,0.0338244137101817,8.17,-0.2261538461538466,0.1293661060802087,0.0072142984325118,0.81,67.015,5.990697674418605,202.23,86.199997
1990-09-21,0.0338129766690453,8.22,-0.2938461538461543,0.5943152454780387,0.0072137780090297,0.87,66.57,5.997674418604651,29.05,86.309998
1990-09-24,0.0338015473597463,8.33,-0.361538461538462,0.8219881839198528,0.0072132576606209,0.83,66.125,6.004651162790698,240.7,85.480003
1990-09-25,0.0337901257743578,8.35,-0.4292307692307702,2.87898089171974,0.0072127373873076,0.84,65.67999999999999,6.011627906976744,136.01,85.93
1990-09-26,0.0337787119051302,8.29,-0.4969230769230774,-0.2724120851906986,0.0072122171890232,0.84,65.235,6.018604651162791,102.93,85.769997
1990-09-27,0.0337673057441811,8.21,-0.5646153846153856,0.3228209585299346,0.0072116970657454,0.86,64.78999999999999,6.025581395348837,104.54,85.720001
1990-09-28,0.0337559072837834,8.03,-0.6323076923076929,1.08910891089109,0.0072111770175187,0.8,64.345,6.032558139534884,121.52,86.0
1990-10-01,0.0337445165160543,8.25,-0.7,-2.962781586679719,0.0072106570442764,0.77,63.9,6.039534883720931,161.34,85.43
1990-10-02,0.009777719835724,8.32,-0.6590909090909091,-2.1196063588190817,0.0044021188865484,0.77,63.99130434782609,6.046511627906977,137.29,85.099998
1990-10-03,0.0097767638911561,8.71,-0.6181818181818182,0.3866976024748725,0.0044019251085991,0.83,64.08260869565217,6.053488372093024,110.97,84.709999
1990-10-04,0.0097758081334609,8.31,-0.5772727272727273,1.6435541859270764,0.0044017313476585,0.8,64.17391304347827,6.06046511627907,109.06,84.129997
1990-10-05,0.0097748525626384,8.19,-0.5363636363636364,-0.050530570995444,0.0044015376037931,0.84,64.26521739130435,6.067441860465117,265.12,84.279999
1990-10-08,0.0097738971785998,8.19,-0.4954545454545454,-1.213346814964611,0.0044013438770029,0.84,64.35652173913043,6.074418604651164,176.01,83.599998
1990-10-09,0.0097729419813008,8.21,-0.4545454545454545,1.5864892528147267,0.0044011501672436,0.89,64.44782608695652,6.0813953488372094,65.73,83.209999
1990-10-10,0.0097719869706747,8.11,-0.4136363636363636,-1.309823677581856,0.0044009564745373,0.9,64.5391304347826,6.088372093023256,131.14,83.290001
1990-10-11,0.0097710321466992,8.02,-0.3727272727272727,-0.9698825931597764,0.004400762798884,0.93,64.63043478260869,6.095348837209302,135.03,82.790001
1990-10-12,0.0097700775092857,7.98,-0.3318181818181818,0.0773195876288657,0.0044005691402837,0.9,64.72173913043478,6.102325581395349,119.99,83.160004
1990-10-15,0.0097691230583896,8.07,-0.2909090909090909,-1.9572495493175408,0.0044003754987143,0.88,64.81304347826087,6.109302325581395,160.08,83.25
1990-10-16,0.0097681687939665,8.01,-0.2499999999999999,-4.176516942474384,0.0044001818741756,0.87,64.90434782608696,6.116279069767442,183.76,82.589996
1990-10-17,0.0097672147159277,7.69,-0.209090909090909,0.3289473684210398,0.0043999882667122,0.84,64.99565217391304,6.123255813953489,62.92,82.559998
1990-10-18,0.0097662608242732,8.04,-0.1681818181818181,0.5191256830600954,0.0043997946762353,0.8,65.08695652173913,6.130232558139535,65.13,81.959999
1990-10-19,0.0097653071189141,8.01,-0.1272727272727272,1.1144332699102977,0.0043996011028335,0.77,65.17826086956522,6.137209302325582,164.23,82.300003
1990-10-22,0.0097643535997837,7.99,-0.0863636363636363,-1.2096774193548376,0.0043994075464626,0.78,65.2695652173913,6.144186046511628,197.31,82.959999
1990-10-23,0.00976340026686,7.93,-0.0454545454545454,1.1428571428571344,0.0043992140071003,0.81,65.36086956521739,6.151162790697675,102.71,83.07
1990-10-24,0.0097624471200763,7.94,-0.0045454545454545,-0.1614205004035418,0.0043990204847688,0.82,65.45217391304348,6.158139534883722,63.63,82.480003
1990-10-25,0.009761494159366,8.02,0.0363636363636363,1.077876583131232,0.0043988269794681,0.82,65.54347826086956,6.165116279069768,116.94,83.040001
1990-10-26,0.0097605413846846,7.97,0.0772727272727272,-0.3732338043188621,0.0043986334911982,0.83,65.63478260869566,6.172093023255814,116.26,82.879997
1990-10-29,0.0097595887959878,7.87,0.1181818181818181,-0.2675943270002645,0.004398440019937,0.88,65.72608695652174,6.17906976744186,180.53,83.239998
1990-10-30,0.0097586363932089,7.84,0.1590909090909091,0.2951435470888164,0.0043982465657066,0.91,65.81739130434782,6.186046511627907,92.88,82.919998
1990-10-31,0.0097576841762814,9.52,0.2,1.5248796147672603,0.0043980531284848,0.88,65.90869565217392,6.193023255813953,127.02,83.279999
1990-11-01,0.009756732145183,8.06,0.2409090909090909,0.2371541501976271,0.0043978597082716,0.89,66.0,6.2,293.25,82.82
1990-11-02,0.0169987080981925,8.02,0.2818181818181818,-0.762355415352256,0.0128174406357484,0.89,65.97727272727273,6.204545454545455,133.41,82.260002
1990-11-05,0.016995819028498,7.96,0.3227272727272727,-0.1589403973510039,0.0128157979784493,0.87,65.95454545454545,6.209090909090909,158.77,81.709999
1990-11-06,0.016992930940729,7.89,0.3636363636363637,0.6367736800212409,0.0128141557421468,0.87,65.93181818181819,6.213636363636364,104.68,82.110001
1990-11-07,0.0169900438343084,7.8,0.4045454545454545,1.5027682573161003,0.012812513926641,0.9,65.9090909090909,6.218181818181819,116.42,82.040001
1990-11-08,0.0169871577087699,7.77,0.4454545454545455,-0.0519480519480475,0.012810872531821,0.91,65.88636363636364,6.222727272727273,104.98,82.139999
1990-11-09,0.0169842725635804,7.73,0.4863636363636363,0.2338877338877276,0.0128092315574868,0.88,65.86363636363636,6.227272727272728,118.3,82.120003
1990-11-12,0.0169813883983183,7.73,0.5272727272727273,-1.2963443090484803,0.0128075910035052,0.88,65.8409090909091,6.2318181818181815,176.83,81.709999
1990-11-13,0.016978505212406,8.0,0.5681818181818181,0.7354872603099638,0.0128059508696987,0.77,65.81818181818181,6.236363636363636,88.6,81.849998
1990-11-14,0.0169756230053774,8.92,0.6090909090909091,0.1043024771838263,0.0128043111558895,0.78,65.79545454545455,6.240909090909091,188.77,81.629997
1990-11-15,0.0169727417766996,8.12,0.6500000000000001,-1.5368585569158544,0.0128026718619667,0.77,65.77272727272727,6.245454545454545,124.54,81.839996
1990-11-16,0.0169698615259283,7.85,0.6909090909090909,-0.4497354497354444,0.0128010329876859,0.72,65.75,6.25,145.03,81.589996
1990-11-19,0.0169669822525531,7.72,0.7318181818181819,0.3986181238373687,0.0127993945329807,0.73,65.72727272727273,6.254545454545455,169.33,81.559998
1990-11-20,0.0169641039560186,7.65,0.7727272727272727,0.582318687136052,0.0127977564976511,0.69,65.70454545454545,6.259090909090909,114.26,81.620003
1990-11-21,0.0169612266359253,7.59,0.8136363636363637,-0.7105263157894726,0.0127961188815195,0.74,65.68181818181819,6.263636363636364,158.77,81.510002
1990-11-22,0.0169583502916959,7.59,0.8545454545454545,0.7156109196925442,0.0127944816844305,0.74,65.6590909090909,6.2681818181818185,69.12,81.510002
1990-11-23,0.0169554749228639,7.56,0.8954545454545455,0.94736842105263,0.0127928449062286,0.75,65.63636363636364,6.2727272727272725,126.17,81.870003
1990-11-26,0.0169526005288966,7.65,0.9363636363636364,0.8602711157455589,0.0127912085467585,0.72,65.61363636363636,6.277272727272727,171.0,82.099998
1990-11-27,0.0169497271093943,7.62,0.9772727272727272,-0.8012406306539099,0.0127895726058424,0.78,65.5909090909091,6.281818181818181,189.15,81.709999
1990-11-28,0.0169468546637796,7.39,1.0181818181818183,0.3126628452318813,0.0127879370833472,0.74,65.56818181818181,6.286363636363636,122.34,82.230003
1990-11-29,0.016943983191564,7.65,1.059090909090909,0.467532467532461,0.0127863019790952,0.74,65.54545454545455,6.290909090909091,468.59,83.260002
1990-11-30,0.0169411126922591,7.61,1.1,-0.4912099276111803,0.012784667292931,0.73,65.52272727272727,6.295454545454545,141.45,82.93
1990-12-03,0.0169382431654208,7.65,1.1409090909090909,-1.0911925175370207,0.0127830330246991,0.71,65.5,6.3,165.65,83.809998
1990-12-04,0.0177418210205004,7.58,1.181818181818182,-0.8142894667717226,0.0231414773868454,0.74,65.56190476190476,6.304761904761905,129.49,83.239998
1990-12-05,0.0177386738567486,7.47,1.2227272727272729,-0.423728813559332,0.0231361233461013,0.7,65.62380952380953,6.309523809523809,130.23,83.209999
1990-12-06,0.017735527809326,7.44,1.2636363636363637,-1.5957446808510634,0.0231307717822204,0.7,65.68571428571428,6.314285714285714,51.04,82.709999
1990-12-07,0.017732382877611,7.25,1.3045454545454545,0.216216216216214,0.0231254226934485,0.7,65.74761904761905,6.319047619047619,122.55,81.93
1990-12-10,0.0177292390610483,7.18,1.3454545454545457,0.8899676375404564,0.0231200760781424,0.7,65.80952380952381,6.323809523809524,104.64,82.099998
1990-12-11,0.0177260963590608,7.05,1.3863636363636365,-0.5346164127238651,0.0231147319345259,0.68,65.87142857142857,6.328571428571428,139.37,82.330002
1990-12-12,0.0177229547710044,7.36,1.4272727272727277,-0.3224939532383897,0.0231093902609114,0.69,65.93333333333334,6.333333333333333,120.51,82.129997
1990-12-13,0.0177198142963685,7.25,1.468181818181818,0.2965758964680542,0.0231040510556113,0.67,65.9952380952381,6.338095238095238,76.06,82.309998
1990-12-14,0.0177166749344426,7.29,1.509090909090909,0.3225806451612856,0.0230987143168492,0.7,66.05714285714285,6.342857142857143,75.6,82.559998
1990-12-17,0.017713536684738,7.44,1.55,0.830653804930348,0.02309338004296,0.71,66.11904761904762,6.347619047619047,133.38,82.779999
1990-12-18,0.017710399546611,7.37,1.590909090909091,0.2923199574807134,0.0230880482322337,0.71,66.18095238095238,6.352380952380953,97.22,82.339996
1990-12-19,0.0177072635194841,7.13,1.631818181818182,0.3974562798092274,0.0230827188829607,0.79,66.24285714285715,6.357142857142858,56.6,82.599998
1990-12-20,0.0177041286027801,7.2,1.6727272727272726,1.7418844022169422,0.0230773919934534,0.8,66.3047619047619,6.361904761904762,116.51,83.889999
1990-12-21,0.0177009947959216,7.06,1.7136363636363636,-0.440985732814525,0.0230720675619799,0.81,66.36666666666666,6.366666666666667,203.28,84.699997
1990-12-24,0.0176978620982648,6.45,1.7545454545454546,0.0,0.0230667455868527,0.85,66.42857142857143,6.371428571428572,142.14,84.709999
1990-12-25,0.0176947305092545,6.45,1.7954545454545456,0.0,0.0230614260663619,0.85,66.49047619047619,6.376190476190477,136.67,84.709999
1990-12-26,0.0176916000283133,8.86,1.836363636363636,0.0,0.0230561089988423,0.88,66.55238095238094,6.380952380952381,66.63,85.040001
1990-12-27,0.0176884706548197,8.65,1.8772727272727272,-0.2605523710265789,0.0230507943825619,0.86,66.61428571428571,6.385714285714286,83.2,84.730003
1990-12-28,0.0176853423882406,7.54,1.9181818181818184,0.8881922675026077,0.0230454822158554,0.89,66.67619047619047,6.390476190476191,141.58,83.260002
1990-12-31,0.0176822152279099,5.53,1.9590909090909088,0.0,0.0230401724969908,0.93,66.73809523809524,6.395238095238096,188.54,83.07
1991-01-01,0.0176790891733169,5.53,2.0,0.0,0.0230348652243028,0.93,66.8,6.4,125.8,83.07
1991-01-02,0.0032277847713091,7.85,2.065625,1.1910926980839065,0.0222171969038731,0.89,66.95652173913044,6.408695652173914,96.84,82.790001
1991-01-03,0.0032276805887354,7.18,2.13125,-1.1514841351074725,0.0222122619618847,0.85,67.11304347826086,6.417391304347826,216.38,82.809998
1991-01-04,0.0032275764128675,6.52,2.196875,0.2847527828112817,0.0222073292117652,0.85,67.2695652173913,6.42608695652174,58.99,83.360001
1991-01-07,0.0032274722437275,6.26,2.2625,0.9550851832731188,0.0222023986519825,0.93,67.42608695652174,6.434782608695652,208.37,84.669998
1991-01-08,0.0032273680813377,5.94,2.328125,-0.3579647149066778,0.02219747028116,1.01,67.58260869565217,6.443478260869566,156.32,84.949997
1991-01-09,0.0032272639256536,5.88,2.39375,-0.667179881960478,0.0221925440977877,1.15,67.73913043478261,6.452173913043478,99.6,84.529999
1991-01-10,0.0032271597766753,6.81,2.459375,0.9041591320072316,0.0221876201004,1.02,67.89565217391305,6.460869565217392,108.74,84.190002
1991-01-11,0.0032270556344471,6.68,2.525,0.0,0.0221826982875761,1.06,68.05217391304348,6.469565217391304,165.54,84.290001
1991-01-14,0.0032269514989247,6.83,2.590625,2.0481310803891484,0.0221777786578503,1.05,68.20869565217392,6.478260869565218,235.44,84.830002
1991-01-15,0.0032268473701302,6.89,2.65625,-0.025087807325641,0.0221728612097793,1.06,68.36521739130436,6.48695652173913,123.21,84.849998
1991-01-16,0.0032267432480415,6.81,2.721875,1.129234629861986,0.0221679459418755,1.03,68.52173913043478,6.495652173913044,162.95,85.110001
1991-01-17,0.0032266391327029,6.6,2.7875,-5.955334987593053,0.02216303285274,0.86,68.67826086956522,6.504347826086956,123.07,83.370003
1991-01-18,0.0032265350240479,5.9,2.853125,-0.1846965699208391,0.0221581219409072,0.89,68.83478260869565,6.51304347826087,170.25,82.769997
1991-01-21,0.0032264309221208,5.9,2.91875,-0.0264340470526147,0.0221532132049118,0.89,68.99130434782609,6.521739130434782,75.05,82.449997
1991-01-22,0.0032263268268994,7.56,2.984375,0.7403490216816522,0.0221483066432881,0.94,69.14782608695653,6.530434782608696,147.35,82.790001
1991-01-23,0.0032262227384283,10.39,3.05,-0.7086614173228312,0.0221434022546818,0.96,69.30434782608695,6.539130434782608,197.99,82.220001
1991-01-24,0.0032261186566406,7.69,3.115625,-1.401004493788005,0.0221385000375384,0.96,69.4608695652174,6.547826086956522,49.07,82.419998
1991-01-25,0.003226014581581,7.59,3.1812500000000004,0.3485254691689032,0.0221335999905258,0.96,69.61739130434783,6.556521739130434,70.03,82.730003
1991-01-28,0.0032259105132492,7.61,3.246875,0.0534330750734612,0.0221287021121119,0.94,69.77391304347826,6.565217391304348,169.47,82.389999
1991-01-29,0.0032258064516232,7.16,3.3125,0.614152202937257,0.0221238064008755,0.95,69.9304347826087,6.57391304347826,100.68,82.720001
1991-01-30,0.003225702396703,6.96,3.378125,-2.574309978768574,0.0221189128554399,0.98,70.08695652173914,6.582608695652174,167.36,82.480003
1991-01-31,0.0032255983484885,8.18,3.44375,-0.2996458730591178,0.0221140214742954,0.98,70.24347826086957,6.591304347826086,100.44,82.0
1991-02-01,0.003225494307002,6.3,3.5093750000000004,-0.4098360655737654,0.0221091322560429,1.08,70.4,6.6,126.55,81.639999
1991-02-04,0.0054280958239782,6.1,3.575,0.7407407407407307,0.026327734906939,1.06,71.265,6.609999999999999,291.12,81.379997
1991-02-05,0.0054278011977215,5.49,3.640625,-0.1633986928104458,0.0263208052351249,1.05,72.13000000000001,6.619999999999999,141.08,81.029999
1991-02-06,0.0054275066034836,5.57,3.70625,-1.5821058374249852,0.0263138792102379,0.97,72.995,6.63,174.61,80.519997
1991-02-07,0.0054272120411758,6.38,3.771875,0.8592017738359159,0.0263069568293694,1.02,73.86,6.64,81.16,80.889999
1991-02-08,0.0054269175108423,6.27,3.8375,1.676284693597152,0.0263000380896993,0.97,74.72500000000001,6.65,138.16,80.839996
1991-02-11,0.0054266230124833,6.37,3.903125,-0.8378378378378404,0.0262931229883633,1.0,75.59,6.66,89.94,80.489998
1991-02-12,0.0054263285461209,6.26,3.96875,-0.6813845734532586,0.0262862115224304,1.0,76.455,6.67,142.28,80.889999
1991-02-13,0.0054260341116663,6.24,4.034375000000001,0.658616904500553,0.0262793036890585,1.0,77.32000000000001,6.68,117.47,81.230003
1991-02-14,0.0054257397091861,6.37,4.1,0.3816793893129722,0.0262723994854274,1.03,78.185,6.69,82.61,81.379997
1991-02-15,0.0054254453386359,6.02,4.165625,-0.7332971211298167,0.0262654989086286,0.96,79.05000000000001,6.699999999999999,71.65,81.919998
1991-02-18,0.005425151000038,6.02,4.23125,-0.465116279069766,0.0262586019558197,0.96,79.915,6.71,158.62,81.919998
1991-02-19,0.0054248566933923,6.24,4.296875,-0.2199010445299687,0.0262517086241365,0.93,80.78,6.72,11.27,82.610001
1991-02-20,0.0054245624186322,7.11,4.362500000000001,0.468319559228636,0.0262448189107367,0.97,81.64500000000001,6.73,71.14,82.669998
1991-02-21,0.0054242681758243,6.54,4.428125,-0.6580751302440291,0.0262379328128004,0.98,82.51,6.74,165.69,82.480003
1991-02-22,0.0054239739649242,6.27,4.49375,-0.9660502346122036,0.0262310503274409,0.93,83.375,6.75,80.92,83.129997
1991-02-25,0.0054236797859541,6.43,4.559375,-0.306577480490533,0.0262241714518163,0.92,84.24000000000001,6.76,118.31,83.860001
1991-02-26,0.0054233856388696,6.12,4.625,0.4473022085546674,0.0262172961831286,0.96,85.105,6.77,152.09,83.93
1991-02-27,0.005423091523693,6.26,4.690625000000001,0.1948232674645167,0.0262104245184913,0.96,85.97,6.779999999999999,42.92,83.870003
1991-02-28,0.0054227974404241,6.99,4.75625,0.7500000000000062,0.0262035564551288,0.98,86.83500000000001,6.79,175.69,84.080002
1991-03-01,0.0054225033890631,6.35,4.821875,1.1579818031430822,0.0261966919901324,0.94,87.7,6.8,112.94,84.839996
1991-03-04,0.0054222093695877,6.36,4.8875,-0.3815753611338124,0.0150516270808864,0.96,87.41904761904762,6.795238095238095,122.99,84.709999
1991-03-05,0.0054219153819756,6.31,4.953125,-0.2735978112175075,0.0150493619070601,0.95,87.13809523809525,6.79047619047619,50.63,85.050003
1991-03-06,0.0054216214262492,6.55,5.018750000000001,0.4663923182441687,0.0150470974149108,0.96,86.85714285714286,6.785714285714286,150.24,84.940002
1991-03-07,0.0054213275023862,6.46,5.084375,0.0819224467504042,0.0150448336041497,0.95,86.57619047619048,6.780952380952381,395.19,85.239998
1991-03-08,0.0054210336104087,6.2,5.15,0.5457025920873049,0.0150425704744439,1.05,86.29523809523809,6.776190476190476,52.03,86.309998
1991-03-11,0.0054207397502947,6.1,5.215625,-0.7055630936227963,0.0150403080255046,1.01,86.01428571428572,6.771428571428571,108.38,86.900002
1991-03-12,0.0054204459220219,6.03,5.28125,-0.4372779447936459,0.0150380462570209,1.02,85.73333333333333,6.766666666666667,59.44,86.209999
1991-03-13,0.0054201521255903,5.98,5.346875000000001,0.4666483667307153,0.0150357851687044,1.02,85.45238095238095,6.761904761904762,60.05,86.349998
1991-03-14,0.0054198583610221,5.93,5.4125,-0.3825136612021773,0.0150335247602217,1.07,85.17142857142858,6.757142857142857,104.1,86.720001
1991-03-15,0.0054195646283172,5.96,5.478125,0.3839824465167174,0.0150312650312622,1.09,84.89047619047619,6.752380952380952,188.2,87.900002
1991-03-18,0.0054192709274092,6.03,5.54375,-1.010928961748636,0.0150290059815372,1.06,84.60952380952381,6.747619047619048,62.98,88.910004
1991-03-19,0.0054189772583645,6.16,5.609375,0.6072315760419444,0.0150267476107579,1.03,84.32857142857142,6.742857142857143,71.02,89.639999
1991-03-20,0.0054186836211167,6.67,5.675000000000001,0.0,0.0150244899185691,1.0,84.04761904761905,6.738095238095238,113.42,89.410004
1991-03-21,0.00541839001571,6.22,5.740625,-0.576131687242809,0.0150222329047045,1.03,83.76666666666667,6.733333333333333,71.39,88.870003
1991-03-22,0.0054180964421224,6.05,5.80625,0.1103752759382015,0.0150199765688308,1.0,83.48571428571428,6.728571428571429,87.87,89.470001
1991-03-25,0.0054178029003315,6.08,5.871875,-0.9647188533627338,0.0150177209106816,0.99,83.20476190476191,6.723809523809524,62.14,91.080002
1991-03-26,0.0054175093903374,6.17,5.9375,-0.7514611745059852,0.0150154659299017,0.97,82.92380952380952,6.719047619047619,60.67,91.040001
1991-03-27,0.0054172159121623,6.11,6.003125,-0.7010656197420029,0.0150132116262247,1.01,82.64285714285714,6.714285714285714,43.95,91.870003
1991-03-28,0.0054169224658062,6.14,6.0687500000000005,0.4518497599548032,0.0150109579993396,1.03,82.36190476190475,6.70952380952381,40.39,92.019997
1991-03-29,0.0054166290511803,5.53,6.134375,0.0,0.0150087050489355,1.03,82.08095238095238,6.704761904761905,46.51,92.019997
1991-04-01,0.0054163356683734,6.48,6.2,0.0,0.0150064527747018,1.06,81.8,6.7,64.16,90.809998
1991-04-02,0.0168225556826717,6.46,6.186153846153847,0.5060444194546099,0.0144585938608221,1.06,81.64090909090909,6.709090909090909,51.92,90.349998
1991-04-03,0.0168197261748437,6.36,6.172307692307692,0.4755244755244803,0.0144565036536814,1.06,81.48181818181818,6.718181818181819,34.98,90.459999
1991-04-04,0.0168168976187432,6.22,6.158461538461538,-0.2227171492204971,0.0144544140507907,1.06,81.32272727272726,6.727272727272728,40.82,89.919998
1991-04-05,0.016814070013793,5.92,6.144615384615385,0.0279017857143015,0.0144523250518835,1.07,81.16363636363636,6.736363636363636,81.58,90.629997
1991-04-08,0.0168112433595712,5.89,6.130769230769231,0.6973500697350143,0.0144502366567156,1.07,81.00454545454545,6.745454545454546,146.07,90.949997
1991-04-09,0.0168084176555449,5.66,6.116923076923077,0.8310249307479145,0.0144481488649983,1.09,80.84545454545454,6.754545454545455,46.17,89.620003
1991-04-10,0.0168055929013144,5.75,6.103076923076923,-0.1648351648351753,0.0144460616765096,1.08,80.68636363636364,6.763636363636364,43.59,90.519997
1991-04-11,0.0168027690963468,5.71,6.0892307692307694,-0.4402861860208995,0.0144439750909608,1.14,80.52727272727273,6.772727272727273,111.64,89.940002
1991-04-12,0.0167999462401757,5.36,6.075384615384616,0.0552791597567603,0.0144418891080855,1.1,80.36818181818181,6.781818181818182,44.13,90.360001
1991-04-15,0.0167971243322906,6.04,6.061538461538461,-0.5248618784530312,0.0144398037276394,1.05,80.2090909090909,6.790909090909091,88.85,89.639999
1991-04-16,0.0167943033722917,6.05,6.047692307692308,0.3054707025825998,0.014437718949356,1.05,80.05,6.800000000000001,130.89,89.57
1991-04-17,0.016791483359646,5.95,6.033846153846154,-0.1384274640088612,0.0144356347729912,1.05,79.89090909090909,6.8090909090909095,72.65,89.839996
1991-04-18,0.016788664293843,6.0,6.0200000000000005,-0.4158580537843126,0.0144335511982562,1.03,79.73181818181818,6.818181818181818,144.11,91.300003
1991-04-19,0.0167858461745051,5.89,6.006153846153846,-0.8351893095768337,0.0144314682249069,1.07,79.57272727272726,6.827272727272727,44.77,92.709999
1991-04-22,0.0167830290010773,5.95,5.992307692307692,0.0561482313307104,0.0144293858526767,1.08,79.41363636363636,6.836363636363637,37.97,93.809998
1991-04-23,0.0167802127730931,5.92,5.978461538461539,-0.2525252525252486,0.0144273040812992,1.07,79.25454545454545,6.845454545454546,69.6,92.93
1991-04-24,0.0167773974900864,5.89,5.964615384615385,0.0843881856540162,0.0144252229105301,1.11,79.09545454545454,6.854545454545455,87.34,93.150002
1991-04-25,0.016774583151613,5.95,5.950769230769231,-0.7026419336706002,0.0144231423400809,1.14,78.93636363636364,6.863636363636364,185.09,93.260002
1991-04-26,0.0167717697571401,5.89,5.936923076923077,0.0,0.0144210623697293,1.17,78.77727272727273,6.872727272727273,116.97,93.459999
1991-04-29,0.0167689573062457,5.93,5.923076923076923,-0.6227002547410154,0.0144189829992091,1.17,78.61818181818181,6.881818181818182,38.84,93.309998
1991-04-30,0.0167661457983969,5.98,5.909230769230769,1.908288236969513,0.0144169042282316,1.22,78.4590909090909,6.890909090909092,254.81,91.540001
1991-05-01,0.0167633352331941,5.9,5.895384615384615,-0.3633314700950296,0.0144148260565746,1.21,78.3,6.9,43.85,91.910004
1991-05-02,0.0128254456842391,5.86,5.881538461538462,-0.6451612903225823,0.0115751277816045,1.21,78.46521739130435,6.897674418604652,65.08,92.269997
1991-05-03,0.012823800974604,5.76,5.867692307692308,0.3670242800677625,0.0115737881008382,1.24,78.63043478260869,6.895348837209303,46.59,93.440002
1991-05-06,0.0128221566867647,5.82,5.8538461538461535,0.0,0.0115724487301571,1.23,78.79565217391304,6.8930232558139535,100.18,92.690002
1991-05-07,0.0128205128205216,5.79,5.84,0.1969057665260232,0.0115711096694059,1.24,78.9608695652174,6.890697674418605,51.8,92.07
1991-05-08,0.0128188693757191,5.75,5.826153846153846,0.1965188096574976,0.0115697709185402,1.2,79.12608695652173,6.888372093023256,60.59,92.599998
1991-05-09,0.0128172263522241,5.76,5.812307692307693,0.0,0.0115684324774045,1.18,79.29130434782608,6.886046511627908,32.11,92.510002
1991-05-10,0.0128155837498367,5.69,5.798461538461538,-0.0560381059120151,0.01156709434591,1.25,79.45652173913044,6.883720930232559,92.01,92.379997
1991-05-13,0.0128139415684236,5.8,5.7846153846153845,0.0560695262125099,0.0115657565239235,1.23,79.62173913043478,6.881395348837209,65.26,92.010002
1991-05-14,0.0128122998078072,5.85,5.770769230769231,0.3082095825161168,0.0115644190113783,1.28,79.78695652173913,6.879069767441861,70.25,91.290001
1991-05-15,0.0128106584678544,6.01,5.756923076923077,0.5307262569832272,0.0115630818081635,1.29,79.95217391304348,6.876744186046512,94.77,90.790001
1991-05-16,0.012809017548343,5.89,5.743076923076923,-1.0836343428730189,0.0115617449141236,1.28,80.11739130434782,6.874418604651163,64.01,91.150002
1991-05-17,0.0128073770492065,5.79,5.729230769230769,-0.2528089887640417,0.011560408329192,1.22,80.28260869565217,6.872093023255814,53.07,92.949997
1991-05-20,0.0128057369701561,5.82,5.715384615384616,-0.0281610813855359,0.0115590720532798,1.24,80.44782608695651,6.869767441860465,87.66,92.720001
1991-05-21,0.0128040973111476,5.76,5.701538461538462,0.3661971830986044,0.0115577360862317,1.22,80.61304347826086,6.867441860465116,93.24,91.82
1991-05-22,0.0128024580719587,5.71,5.687692307692307,0.1403311815885599,0.0115564004279811,1.29,80.77826086956522,6.865116279069768,103.87,92.260002
1991-05-23,0.0128008192524342,5.69,5.673846153846154,-0.5325112107623431,0.0115550650783946,1.36,80.94347826086955,6.862790697674419,64.22,91.900002
1991-05-24,0.0127991808524186,5.65,5.66,0.2535925612848766,0.0115537300373613,1.41,81.1086956521739,6.8604651162790695,64.41,91.739998
1991-05-27,0.0127975428717785,5.65,5.646153846153846,0.0,0.0115523953047924,1.41,81.27391304347826,6.858139534883721,91.36,91.739998
1991-05-28,0.0127959053102921,5.99,5.632307692307692,-0.0281056773468346,0.0115510608805768,1.41,81.4391304347826,6.855813953488372,40.14,91.160004
1991-05-29,0.0127942681678705,5.79,5.618461538461538,1.630587573798148,0.0115497267646036,1.46,81.60434782608695,6.853488372093024,60.31,92.019997
1991-05-30,0.0127926314442916,5.84,5.604615384615385,-0.1106500691562817,0.0115483929567838,1.42,81.7695652173913,6.851162790697675,80.02,92.18
